Paragraph:,Quote:,Scare_Quote:
Leden van Horeca Nederland overhandigden op het Plein symbolisch 'sleutels van de zaak' aan Kamerleden:,'sleutels van de zaak',0.0
"Ook de evenementenbranche, al maanden aan handen en voeten gebonden, wil een signaal afgeven. Onder het motto 'The show must go on' vraagt de sector eveneens om perspectief voor het komende jaar. Om te beginnen zouden er 'testevenementen' gehouden moeten kunnen worden in januari, en niet pas als het coronastadium 'waakzaam' is bereikt.",'The show must go on',0.0
"Ook de evenementenbranche, al maanden aan handen en voeten gebonden, wil een signaal afgeven. Onder het motto 'The show must go on' vraagt de sector eveneens om perspectief voor het komende jaar. Om te beginnen zouden er 'testevenementen' gehouden moeten kunnen worden in januari, en niet pas als het coronastadium 'waakzaam' is bereikt.",'testevenementen',0.0
"Ook de evenementenbranche, al maanden aan handen en voeten gebonden, wil een signaal afgeven. Onder het motto 'The show must go on' vraagt de sector eveneens om perspectief voor het komende jaar. Om te beginnen zouden er 'testevenementen' gehouden moeten kunnen worden in januari, en niet pas als het coronastadium 'waakzaam' is bereikt.",'waakzaam',1.0
"Grote versoepelingen worden morgen dan ook niet verwacht, maar 'kleine stapjes', zoals de amateursport het verwoordde, zitten wellicht wel in het vat.",'kleine stapjes',0.0
"Nieuwe windparken boven de Waddeneilanden moeten stroom leveren voor de productie van groene waterstof in een nieuwe fabriek in de Eemshaven. Die waterstof kan opgeslagen worden in Groningse zoutmijnen en via de bestaande 'dikke buizen' van de Gasunie naar industriegebieden in Amsterdam, Rotterdam, Zeeland en Limburg worden getransporteerd. Deze gasverbindingen lopen ook de grens over richting Hamburg, het Ruhrgebied en België.",'dikke buizen',1.0
Waterstof wordt door de energiebedrijven gezien als het 'toekomstige aardgas' voor industriële en chemische processen die temperaturen nodig hebben die niet met elektriciteit bereikt kunnen worden.,'toekomstige aardgas',0.0
"'Ground Control to Major Tom', zo begint Space Oddity van David Bowie uit 1969. Ruim een halve eeuw na het uitbrengen van die wereldhit werd vandaag een herdenkingsmunt voor David Bowie op speciale wijze gelanceerd, door het richting de ruimte te sturen.",',2.0
De slogan 'Laat je poesje knippen voor ze begint te wippen' van dierenrechtenorganisatie Gaia is verkozen tot slechtste slogan van 2020. De slagzin van de Belgische organisatie kreeg bijna een kwart (2060) van de 9104 uitgebrachte stemmen op Sloganverkiezing.nl. Op ruime afstand volgt 'O my goot' van een dakgootspecialist uit Keijenborg in Gelderland op plek twee. 'Geef elkaar tijdens het winkelen de pruimte' van Lidl eindigde op drie.,'Laat je poesje knippen voor ze begint te wippen',0.0
De slogan 'Laat je poesje knippen voor ze begint te wippen' van dierenrechtenorganisatie Gaia is verkozen tot slechtste slogan van 2020. De slagzin van de Belgische organisatie kreeg bijna een kwart (2060) van de 9104 uitgebrachte stemmen op Sloganverkiezing.nl. Op ruime afstand volgt 'O my goot' van een dakgootspecialist uit Keijenborg in Gelderland op plek twee. 'Geef elkaar tijdens het winkelen de pruimte' van Lidl eindigde op drie.,'O my goot',0.0
De slogan 'Laat je poesje knippen voor ze begint te wippen' van dierenrechtenorganisatie Gaia is verkozen tot slechtste slogan van 2020. De slagzin van de Belgische organisatie kreeg bijna een kwart (2060) van de 9104 uitgebrachte stemmen op Sloganverkiezing.nl. Op ruime afstand volgt 'O my goot' van een dakgootspecialist uit Keijenborg in Gelderland op plek twee. 'Geef elkaar tijdens het winkelen de pruimte' van Lidl eindigde op drie.,'Geef elkaar tijdens het winkelen de pruimte',0.0
"Voor katers bedacht de organisatie een andere slogan: 'Knippen die ballen, dan pas knallen'.","'Knippen die ballen, dan pas knallen'",0.0
"Andere kanshebbers dit jaar waren onder meer 'Liefde maakt blind, maar je neus ruikt nog steeds een wind' van Rennie, 'De groenspecialist in hart en tuinieren' van een bomen-webwinkel en 'The best worst of the world' van een worstenfabrikant.","'Liefde maakt blind, maar je neus ruikt nog steeds een wind'",0.0
"Andere kanshebbers dit jaar waren onder meer 'Liefde maakt blind, maar je neus ruikt nog steeds een wind' van Rennie, 'De groenspecialist in hart en tuinieren' van een bomen-webwinkel en 'The best worst of the world' van een worstenfabrikant.",'De groenspecialist in hart en tuinieren',0.0
"Andere kanshebbers dit jaar waren onder meer 'Liefde maakt blind, maar je neus ruikt nog steeds een wind' van Rennie, 'De groenspecialist in hart en tuinieren' van een bomen-webwinkel en 'The best worst of the world' van een worstenfabrikant.",'The best worst of the world',0.0
"Vorig jaar won de slogan 'Onze vis smaakt als de tongzoen van een zeemeermin' van een viszaak in Arnhem, in 2018 ging de prijs naar de slagzin 'We doen wel vrouwen maar knippen ze niet' van een kapperszaak.",'Onze vis smaakt als de tongzoen van een zeemeermin',0.0
"Vorig jaar won de slogan 'Onze vis smaakt als de tongzoen van een zeemeermin' van een viszaak in Arnhem, in 2018 ging de prijs naar de slagzin 'We doen wel vrouwen maar knippen ze niet' van een kapperszaak.",'We doen wel vrouwen maar knippen ze niet',0.0
"Pakweg 24 miljoen hectare aan landoppervlak ging in vlammen op, ongeveer zes keer de oppervlakte van Nederland. Premier Scott Morrison bestempelde de periode tussen juni 2019 en mei 2020 tot 'zwarte zomer'.",'zwarte zomer',0.0
"Brinkhoff zegt dat het OM vooraf op papier moet zetten of de operatie wel 'past' bij de verdachte. Hij vindt het opsporingsmiddel bijvoorbeeld niet geschikt voor kwetsbare en makkelijk te beïnvloeden verdachten. ""Als je met geld gaat strooien bij iemand die het niet breed heeft, kan dat net het lokkertje zijn om een valse bekentenis te doen.""",'past',1.0
"Advocaat Shukrula noemt de zaak van vandaag een nieuwe 'testcase'. ""De vraag is: heeft mijn cliënt uit vrije wil verklaard, of is hij onder druk gezet? De rechtbank zal moeten toetsen of aan alle huidige voorwaarden voor de Mr. Big-methode is voldaan.""",'testcase',0.0
"Pakweg 24 miljoen hectare aan landoppervlak ging in vlammen op, ongeveer zes keer de oppervlakte van Nederland. Premier Scott Morrison bestempelde de periode tussen juni 2019 en mei 2020 tot 'zwarte zomer'.",'zwarte zomer',0.0
"De vouchers worden sinds half maart uitgegeven. Reisorganisaties zijn verplicht om uiterlijk binnen een jaar geld uit te keren. Dat moment komt dus vanaf komend voorjaar. Organisaties die dit straks niet kunnen omdat ze anders in financiële problemen komen, kunnen aanspraak maken op het 'voucherfonds'. Volgens De Telegraaf komt er 400 miljoen euro in het fonds te zitten.",'voucherfonds',0.0
"In feite verandert er dus bijna niets aan de coronamaatregelen. En als de cijfers blijven stijgen, sluit Rutte niet uit dat de maatregelen op 22 december zelfs strenger worden. Vooralsnog gelden rond de feestdagen dezelfde regels als nu. Mocht je het overzicht een beetje kwijt zijn; dit zijn de belangrijkste voorschriften van de 'gedeeltelijke lockdown'.",'gedeeltelijke lockdown',0.0
"Met de jaarwisseling zijn sterretjes toegestaan, net als ander 'fop- en schertsvuurwerk'. Maar wie vuurpijlen, strijkers of fonteinen af wil steken, riskeert vanwege het vuurwerkverbod een boete en een strafblad. Of je wel aan carbidschieten mag doen, verschilt per gemeente. In sommige steden mag het helemaal niet, zoals in Den Haag en Amsterdam, in andere is het verboden binnen de bebouwde kom, zoals in Enschede.",'fop- en schertsvuurwerk',0.0
"In de horeca zijn vooralsnog geen versoepelingen mogelijk. Zowel de 'natte' horeca (kroegen) als de 'droge' (restaurants) blijft gesloten. Pas als het aantal nieuwe IC-opnames per dag zeer flink wordt teruggedrongen, valt er aan het openen van de horeca te denken, zei Rutte. Maar dan eerder nog restaurants dan cafés.",'natte',0.0
"In de horeca zijn vooralsnog geen versoepelingen mogelijk. Zowel de 'natte' horeca (kroegen) als de 'droge' (restaurants) blijft gesloten. Pas als het aantal nieuwe IC-opnames per dag zeer flink wordt teruggedrongen, valt er aan het openen van de horeca te denken, zei Rutte. Maar dan eerder nog restaurants dan cafés.",'droge',0.0
"Iemand uit zijn voetbalteam in Vianen kreeg daar lucht van en vroeg of hij wilde bijverdienen. Orm K. kan niet goed verklaren waarom, maar hij nam een pgp-toestel, een extra beveiligde telefoon, aan met daarin de contactgegevens van ene 'Richard'.",'Richard',0.0
"Dat bleek een soort informatiemakelaar, een doorgeefluik richting criminelen. De motoragent en 'Richard' communiceerden versleuteld via de speciale telefoon en spraken ook regelmatig af op een parkeerplaats. Daar overhandigde hij gegevens en kreeg hij nieuwe verzoeken.",'Richard',0.0
"De officier van justitie noemde de corruptie bijzonder kwalijk. ""Overdag surveilleerde K. met zijn collega's op straat, 's avonds dwarsboomde hij hen met het lekken van informatie.""",',2.0
"Huisman waarschuwde in februari voor een 'stille verschuiving' van vaste naar tijdelijke huurcontracten. Ze is niet verbaasd over de onderzoeksresultaten. Dat bijna de helft van de contracten nu tijdelijk is, vindt ze ""nog aan de lage kant"". ""Tot nu toe hadden we vooral anekdotisch bewijs, maar nu dan ook echt cijfers.""",'stille verschuiving',0.0
"Een ander kritiekpunt van Van de Noort op het onderzoek is dat Pararius volgens hem een echte 'expat-website' is en dus geen goede afspiegeling van de huurmarkt. ""Dat snijdt geen hout"", vindt Investico-journalist Felix Voogt. ""Als je in onze data de vijf grote steden - waar de meeste expats wonen - eruit filtert, blijkt dat nog steeds 40 procent van de huurcontracten tijdelijk is.""",'expat-website',0.0
"Eerder bleek uit mobiliteitsdata van Google dat Nederlanders weer vaker op pad gaan. Het aantal reisbewegingen van en naar de werkplek ligt weliswaar zo'n 23 procent lager dan 'normaal', maar dat is wel het hoogste niveau sinds de plotselinge val van het aantal reisbewegingen bij de eerste lockdown in maart.",'normaal',1.0
"De afgelopen week is het aantal coronabesmettingen met 27 procent gestegen. Dat blijkt uit cijfers van het RIVM. Er zijn 43.103 positieve tests gemeld, tegen 33.949 positieve tests een week eerder. Het RIVM spreekt van een 'zorgwekkende stijging'.",'zorgwekkende stijging',0.0
In de politiek bestaat al jaren grote bezorgdheid over het rekenniveau van Nederlandse leerlingen. Kritiek is er vooral op de grote nadruk op 'talige' sommen en het hanteren van uiteenlopende rekenmethoden.,'talige',0.0
"Precieze cijfers zijn er niet, maar volgens beroepsvereniging NVPC zien veel plastisch chirurgen wekelijks meerdere slachtoffers met 'avocadoletsel'.",'avocadoletsel',0.0
"Het overlijdensbericht van de Amerikaanse acteur Chadwick Boseman was de meest gedeelde tweet van 2020, meldt Twitter in zijn jaaroverzicht. Het bericht kreeg de meeste 'likes' voor een individuele tweet ooit, zegt het bedrijf: pakweg 7,6 miljoen keer. Boseman was onder meer bekend van zijn rol als de superheld Black Panther in de succesvolle reeks stripverfilmingen van Marvel. Hij leed aan kanker.",'likes',0.0
"Het bedrijf, Polska Press, wordt overgenomen van het Duitse mediabedrijf Verlagsgruppe Passau. Politici van regeringspartij PiS pleitten al lange tijd voor de 'herpolenisering' van Poolse media, omdat ze vrezen voor een te grote buitenlandse invloed. Minister Piotr Glinski van Cultuur noemde het in oktober abnormaal dat Poolse pers in handen is van een Duits bedrijf.",'herpolenisering',0.0
"Verder kreeg het bericht de meeste 'likes' voor een individuele tweet ooit: 7,5 miljoen.",'likes',0.0
"Het gaat volgens kenners om een heftige allergische reactie, maar niet van de hoogste categorie en goed behandelbaar. Bij deze 'anafylactische' reactie is sprake van kortademigheid, huiduitslag en soms een daling van de bloeddruk.",'anafylactische',0.0
Maar die vinden het bedrag niet groot genoeg om de fundamentele problemen tussen de landbouw- en de voedingssector op te lossen. Ze noemen de bijdrage een 'doekje voor het bloeden'. Omgerekend naar het aantal agrarische bedrijven in Duitsland komt de bijdrage neer op nog geen 200 euro per bedrijf.,'doekje voor het bloeden',0.0
"De 'kerstcoronaregels' zijn bekend: we moeten het feest in kleiner comité vieren dan we misschien gewend zijn. Geen volle tafel, zeiden premier Rutte en minister De Jonge gisteren, maar een diner met maximaal drie gasten van buiten het huishouden (kinderen tot en met 12 worden niet meegeteld).",'kerstcoronaregels',0.0
"Zijn Nederlanders van plan zich te houden aan de regels, of hebben ze er lak aan? Op sociale media laten beide 'kampen' van zich horen. ""Dat maak ik zelf wel uit"", reageert iemand op de NOS-Facebookpagina. ""Kerst is al gepland... het was met zes personen en dat ga ik niet veranderen"", zegt een ander. Anderen zijn teleurgesteld, maar berusten in de situatie. ""Jammer maar zeer begrijpelijk. Volgend jaar is er weer Kerst!""",'kampen',0.0
"We stelden de 'kerstvraag' ook aan inwoners van gemeenten met relatief veel, of juist weinig coronabesmettingen. Bunschoten is zo'n gemeente waar het gemiddelde aantal coronabesmettingen hoog ligt. Theo van de Geest van palingrokerij Jacob van Jan denkt dat het komt doordat Bunschoten een ""kleine, hechte gemeenschap"" is. ""Bovendien wonen hier veel eigenwijze mensen, die luisteren gewoon niet zo goed"", zegt hij.",'kerstvraag',0.0
"Deze 'kerstfan' uit Almelo reageerde gisteren wel heel teleurgesteld op het nieuws. ""Het doet me heel veel"", zei hij:",'kerstfan',0.0
"YouTube heeft niet bekendgemaakt waarom het platform dergelijke video's in de maand na de verkiezingen wel toestond. Het bedrijf zegt dat de beslissing volgt op de zogenoemde 'safe harbor': de datum waarop alle eventuele problemen rondom de verkiezing, zoals hertellingen, afgerond hadden moeten zijn.",',2.0
"Bij de renovatie kunnen die verweven gebouwen 'losgekoppeld' worden. Dan duurt de bouw 6 tot 7,5 jaar en hoeven de Kamerleden ook geen last te hebben van stof en herrie door de bouw. Bij het Rijksvastgoedbedrijf wordt gedacht aan een termijn van 13 jaar of langer.",'losgekoppeld',0.0
"De jongeren die we hebben gesproken zeggen dat ze in ieder geval blijven 'protesteren' tot 31 december. Al is het in de wijk Geitenkamp al iets rustiger. ""Er wordt heel veel gefouilleerd, en ons vuurwerk is op dit moment op"", vertelt iemand die anoniem wil blijven. ""Daarom houden we het voor nu bij brandjes stichten.""",'protesteren',1.0
"Nu gebruikt Lakeman 'feitelijk leiderschap' als juridisch haakje waarop de oud-ING-bestuurder vervolgd kan worden. ""Er wordt gekeken of Hamers geen kennis had van wat er aan de hand was"", zegt Broekhuijsen. ""Die kennis is er al gauw.""",'feitelijk leiderschap',1.0
"Bij die 'extra's' hoort een aanvullende tegemoetkoming voor bedrijven met hoge omzetverliezen als gevolg van de coronamaatregelen. Zij kunnen tot 70 procent vergoed krijgen van de vaste lasten, in plaats van de huidige 50 procent. Dat geldt niet alleen volgend kwartaal, want de regeling geldt met terugwerkende kracht vanaf het begin van het huidige kwartaal - 1 oktober dus.",'extra's',1.0
Het Burgemeester Krijgerplein in Lemmer krijgt per mei 2021 een andere naam. Het plein zal 'Markt' gaan heten.,'Markt',0.0
Bij een online veiling op een internationale website is een plakboek vol knipsels en foto's van prins Bernhard gevonden. Het boek is gemaakt in de jaren '50.,',2.0
"Vanavond bespreken we deze en andere kwesties in het NOS-programma Het coronavirus: feiten en fabels. Daarin praten we met 'coronaminister' Hugo de Jonge, en staan de vragen van het publiek centraal.",'coronaminister',0.0
"Kinderpsycholoog Marjolein Meinen benadrukt dat er met name voor leraren een belangrijke rol is weggelegd. Vooral door zoveel mogelijk faalangst weg te nemen bij leerlingen als ze iets voor de gehele klas moeten zeggen of willen vragen. Meinen: ""In de leerkuil zitten wordt al snel als iets negatiefs ervaren. In de zin van: 'ik kan het niet' of 'ik ben dom'. Maar je kunt pas iets leren als je een fout maakt. Dus je moet af en toe die leerkuil in.""",'ik kan het niet',0.0
"Kinderpsycholoog Marjolein Meinen benadrukt dat er met name voor leraren een belangrijke rol is weggelegd. Vooral door zoveel mogelijk faalangst weg te nemen bij leerlingen als ze iets voor de gehele klas moeten zeggen of willen vragen. Meinen: ""In de leerkuil zitten wordt al snel als iets negatiefs ervaren. In de zin van: 'ik kan het niet' of 'ik ben dom'. Maar je kunt pas iets leren als je een fout maakt. Dus je moet af en toe die leerkuil in.""",'ik ben dom',0.0
"De coronacrisis heeft grote invloed op ons online gedrag, blijkt onder meer uit cijfers van Google en Marktplaats. 'Coronavirus' en 'RIVM' voeren de lijst met trending zoekopdrachten op Google aan, zo staat in het overzicht Year in Search 2020. Daarna volgden onder meer 'Amerikaanse verkiezingen' en 'Kobe Bryant', de basketballegende die omkwam bij een helikoptercrash.",'Coronavirus',0.0
"De coronacrisis heeft grote invloed op ons online gedrag, blijkt onder meer uit cijfers van Google en Marktplaats. 'Coronavirus' en 'RIVM' voeren de lijst met trending zoekopdrachten op Google aan, zo staat in het overzicht Year in Search 2020. Daarna volgden onder meer 'Amerikaanse verkiezingen' en 'Kobe Bryant', de basketballegende die omkwam bij een helikoptercrash.",'RIVM',0.0
"De coronacrisis heeft grote invloed op ons online gedrag, blijkt onder meer uit cijfers van Google en Marktplaats. 'Coronavirus' en 'RIVM' voeren de lijst met trending zoekopdrachten op Google aan, zo staat in het overzicht Year in Search 2020. Daarna volgden onder meer 'Amerikaanse verkiezingen' en 'Kobe Bryant', de basketballegende die omkwam bij een helikoptercrash.",'Amerikaanse verkiezingen',0.0
"De coronacrisis heeft grote invloed op ons online gedrag, blijkt onder meer uit cijfers van Google en Marktplaats. 'Coronavirus' en 'RIVM' voeren de lijst met trending zoekopdrachten op Google aan, zo staat in het overzicht Year in Search 2020. Daarna volgden onder meer 'Amerikaanse verkiezingen' en 'Kobe Bryant', de basketballegende die omkwam bij een helikoptercrash.",'Kobe Bryant',0.0
"Ook wereldwijd is 'coronavirus' de trending zoekopdracht op Google. Nederlanders stelden verder vragen over het maken van mondkapjes, de sluiting van scholen, het hamsteren van wc-papier en de lockdownregels. Recepten van ijskoffie en pannenkoeken werden vaker dan ooit opgezocht, een aanwijzing dat we onze tijd voor een groot deel in de keuken doorbrachten.",'coronavirus',0.0
Forum voor Democratie in Noord-Brabant gaat wat het noemt 'autonoom functionerend' verder binnen de partij. Dat heeft de Brabantse tak bekendgemaakt. Noord-Brabant is de enige provincie waar FvD in het provinciebestuur zit.,'autonoom functionerend',0.0
De coronacrisis leidt tot een daling van de wereldwijde CO2-uitstoot met zeven procent in 2020. Maar dit is nog onvoldoende om de doelen uit het Parijse Klimaatakkoord voor 2030 binnen bereik te brengen. Dat is een van de belangrijkste conclusies van het zogenoemde Emissions Gap Report van de VN. Wel stelt de VN dat een 'groen' herstel tot een uitstootvermindering in 2030 van 25 procent zou kunnen leiden.,'groen',0.0
"Ook burgers moeten worden aangemoedigd om minder energie te gebruiken. Vooral de rijke elites, die verhoudingsgewijs veel uitstoten, zullen hun 'voetafdruk' met een factor dertig moeten verlagen. Alleen dan kunnen ze, aldus het rapport, 'in lijn met Parijs' blijven.",'voetafdruk',0.0
"Ook burgers moeten worden aangemoedigd om minder energie te gebruiken. Vooral de rijke elites, die verhoudingsgewijs veel uitstoten, zullen hun 'voetafdruk' met een factor dertig moeten verlagen. Alleen dan kunnen ze, aldus het rapport, 'in lijn met Parijs' blijven.",'in lijn met Parijs',0.0
"Verder komt er een nieuwe regeling voor mensen die tussen wal en schip dreigen te vallen, de zogenoemde 'TONK'. Die moet tijdelijke ondersteuning bieden voor noodzakelijke kosten als die door een terugval in het inkomen niet meer kunnen worden betaald. Het kan bijvoorbeeld gaan om zelfstandigen die veel opdrachten zien verdwijnen of werknemers die vanwege quarantaine inkomsten mislopen. De uitkering loopt via de gemeenten en moet nog worden uitgewerkt.",'TONK',0.0
"Het kabinet heeft ook gekeken of er iets extra's mogelijk is voor startende ondernemingen. Want voor de TVL en de NOW is een 'referentieomzet' nodig en die hebben starters niet. Maar de ministers zijn er naar eigen zeggen niet in geslaagd een ""eerlijke en uitvoerbare oplossing"" te vinden. Starters kunnen wel gebruikmaken van uitstel van belastingen en het kabinet bekijkt nog andere mogelijkheden.",'referentieomzet',1.0
"Ab Taheri, die ook het manifest ondertekende, kreeg in die tijd veel telefoontjes uit Marokko met verzoeken om hulp. ""Ze vertelden dat ze naar huis willen, maar dat Marokko zei: 'je bent al thuis'. Zij werden door Marokko niet gezien als Nederlanders"", vertelt Taheri.",'je bent al thuis',0.0
"De Nederlandse overheid gaat kijken of er een 'Nationaal coördinator discriminatie en racisme' moet komen. Minister Ollongren laat snel uitzoeken hoe die moet gaan werken. Ze wil in het voorjaar ook een Staatscommissie Discriminatie en Racisme instellen, die langdurig onderzoek gaat doen naar discriminatie en racisme in Nederland en de mechanismen die daarachter zitten.",'Nationaal coördinator discriminatie en racisme',0.0
"Aanleiding voor het debat waren de grote anti-racismedemonstraties na de dood van George Floyd op 25 mei door politiegeweld in de Verenigde Staten. Op 1 juni vond in Amsterdam, ondanks de coronabeperkingen, een veelbesproken protest plaats in het kader van de Black Lives Matter-beweging. Rutte sprak die week van 'systemisch racisme' in Nederland.",'systemisch racisme',0.0
"Volgens advocaat Van der Dussen staan alle tot nu toe getroffen adressen op de lijst en maken medewerkers van de fruitimporteur zich grote zorgen. ''Iedereen is geschrokken en bezorgd.""",',2.0
"De vier verdachten die nu voor de rechter staan, komen allemaal uit Utrecht en omgeving. Twee van hen, Ali G. (35) en Ali I. (33), worden door justitie gezien als 'vrienden', waarbij G. wordt gezien als het brein. Beide mannen zouden al eerder betrokken zijn bij afpersingszaken.",'vrienden',1.0
"'Zombiebedrijven', worden dat ook wel genoemd: niet-levensvatbare bedrijven die overeind worden gehouden door steun van de overheid. In augustus waarschuwde het Centraal Planbureau daar al voor. Ook het kabinet erkent het risico.",',2.0
"Meteen bij de bekendmaking van de verkiezingsuitslag kondigde De Jonge aan dat ze het samen zouden gaan doen en dat Omtzigt zijn 'running mate' zou worden. Maar de afgelopen maanden bleef de kritiek aanhouden, en nog voor de campagne voor de verkiezingen in maart goed en wel begonnen is, moet het CDA dus op zoek naar een nieuwe lijsttrekker.",'running mate',0.0
"Als verpleeghuis kun je dit nooit goed doen, zegt ze. ""Onbegrijpelijk dat je 'moeder' niet isoleert, zegt de een. Onbegrijpelijk dat je 'moeder' in haar laatste levensfase haar vrijheid ontneemt en opsluit, zegt de ander. Het zijn echt heel wezenlijke dilemma's.""",'moeder',1.0
"Als verpleeghuis kun je dit nooit goed doen, zegt ze. ""Onbegrijpelijk dat je 'moeder' niet isoleert, zegt de een. Onbegrijpelijk dat je 'moeder' in haar laatste levensfase haar vrijheid ontneemt en opsluit, zegt de ander. Het zijn echt heel wezenlijke dilemma's.""",'moeder',1.0
Van de zomer kwam De Jonge als winnaar naar voren in een door het CDA georganiseerde verkiezing. Pieter Omtzigt werd tweede en wat de partij noemde de 'running mate' van De Jonge.,'running mate',0.0
Voor ruim dertig diersoorten is het doek definitief gevallen volgens de natuurorganisatie. Drie daarvan zijn Centraal-Amerikaanse kikkersoorten. En op de Filippijnen zijn vijftien zoetwatervissoorten uitgestorven in het Lanaomeer. Twee andere soorten zijn opgenomen in de categorie 'mogelijk uitgestorven'.,'mogelijk uitgestorven',0.0
"Dat is ook het geval voor de carcharhinus obsolerus, oftewel de 'verloren haai'. Voor zover bekend is deze vis in 1934 voor het laatst gezien in de Zuid-Chinese Zee. Door overbevissing is het volgens IUCN zeer onwaarschijnlijk dat de haaisoort nog bestaat.",'verloren haai',0.0
"In Duitsland worden mensen door bondskanselier Merkel opgeroepen om voorafgaand aan de kerstdagen in 'zelfquarantaine' te gaan. Tostmann had zo'n boodschap ook graag in Nederland gezien. ""Ik had het verstandig gevonden om daar wat extra nadruk op te leggen. Het is iets wat mensen zelf kunnen doen. Als je er alles aandoet om niet zelf besmet te raken, voorkom je ook dat jij besmettelijk bent voor Kerst.""",'zelfquarantaine',0.0
"Huawei zou software hebben geleverd aan de Chinese autoriteiten voor een zogenoemd 'Oeigoeren-alarm'. Daarmee zou iemand uit de etnische groep op camera herkend kunnen worden. Dat onthulde The Washington Post eerder deze week. Huawei liet in een reactie op dat artikel weten dat er inderdaad testen zijn geweest, maar dat de technologie niet is ingezet in de praktijk.",'Oeigoeren-alarm',0.0
"Op het 'coronadashboard' van het ministerie van Volksgezondheid zijn nu ook cijfers over gedrag opgenomen. Zo is een onderzoek van het RIVM te zien, waaruit valt op te maken dat 80 procent van de bevolking de coronamaatregelen steunt en dat ouderen zich beter aan de maatregelen houden dan jongeren.",'coronadashboard',0.0
"Structureel overwerken komt vaker voor bij grote gamestudio's. Eerder kwam ontwikkelaar Rockstar al in opspraak door deze zogenaamde 'crunch-cultuur'. ""Maar het wordt vaak pas gelekt als het studiobreed zo is"", zegt Ubachs. ""Dus dat geeft wel aan dat het hier serieus speelde.""",'crunch-cultuur',0.0
"In totaal stonden er vandaag en gisteren vier verdachten voor de rechter, allemaal uit het Gooi. Twee van hen, Ali G. (35) uit Bussum en Ali I. (33) uit Hilversum, worden door justitie gezien als 'criminele vrienden', waarbij G. wordt gezien als het brein.",'criminele vrienden',0.0
"In deze coronaperiode pakt de VVD het anders aan. De partij van de premier die ons steeds voorhoudt dat dat we ons aan de regels moeten houden en thuis moeten werken, doet alles online. Een 'grapperhausje', zoals de misstap van de minister van Justitie bij zijn huwelijk wel wordt genoemd, wil de partijleiding koste wat kost voorkomen. Naar verwachting 1500 leden zitten zaterdag achter hun computer om mee te doen.",'grapperhausje',0.0
"Het zijn vooral de meest gedreven VVD'ers, die echt een inhoudelijke wijziging willen, die hun punt maken. Dat heeft er al toe geleid dat fractievoorzitter Klaas Dijkhoff, de belangrijkste schrijver van het verkiezingsprogramma, de zogenoemde 'rechtspraakparagraaf' voor zaterdag moet herschrijven.",'rechtspraakparagraaf',0.0
"Het lijkt erop dat er veel meer gaat veranderen aan het verkiezingsprogramma dat de VVD een maand geleden presenteerde. Zo ziet de achterban weinig in het voorstel om een 'preferendum' in te voeren, waarbij mensen zich vóóraf kunnen uitspreken over een wetsvoorstel. Daarnaast ligt er, aanvankelijk tegen de zin van de partijtop, een amendement over de vergoeding van plastische chirurgie na genitale verminking.",'preferendum',0.0
"Een mogelijk alternatief is dat Van 't Hek zijn voorstelling doet in een tv-studio. Daar zijn, met de nodige voorzorgsmaatregelen, honderd mensen toegestaan, in tegenstelling tot in theaters. Het team van Van 't Hek staat in overleg met cabaretier Guido Weijers, die op RTL de eindejaarsshow verzorgt en met hetzelfde probleem zit.","'t Hek zijn voorstelling doet in een tv-studio. Daar zijn, met de nodige voorzorgsmaatregelen, honderd mensen toegestaan, in tegenstelling tot in theaters. Het team van Van '",2.0
"Hoekstra werd gezien als een van de kroonprinsen van het CDA. Het partijbestuur wilde hem of 'coronaminister' Hugo de Jonge als opvolger van Sybrand Buma, die vorig jaar burgemeester van Leeuwarden werd. Maar Hoekstra bedankte dus. Hij sloot niet uit dat hij nog eens zou terugkeren als minister. Maar op de kandidatenlijst voor de Tweede Kamer wilde hij niet, laat staan als nummer 1.",'coronaminister',0.0
Het komt er nu toch van. Gisteravond gaf Hugo de Jonge er de brui aan. Hij wil zich helemaal concentreren op de strijd tegen corona en vindt dat niet te combineren met campagne voeren. En nu schuift het CDA-bestuur dus alsnog de 'ideale schoonzoon' naar voren als het gezicht van de partij. De leden moeten zich nog wel over de kandidatuur uitspreken.,'ideale schoonzoon',1.0
"Hoekstra werd in 2017 minister van Financiën in het kabinet-Rutte III. Het laatste jaar draaide zijn werk voornamelijk om corona. Hij is één van 'de drie W's', de drie ministers met een W in hun naam, die over de financiële regelingen gaan. Naast Wopke Hoekstra zijn dat Wouter Koolmees (Sociale Zaken en Werkgelegenheid) en Eric Wiebes (Economische Zaken).",'de drie W's',0.0
"Voor het eerst sinds de jaren negentig is er een overheidscampagne die Nederlanders moet aansporen minder alcohol te drinken. 'Dranquilo' is het devies, dat zoiets als 'rustig aan met de drank' betekent. De campagne begint in een decembermaand zonder horeca.",'Dranquilo',0.0
"Voor het eerst sinds de jaren negentig is er een overheidscampagne die Nederlanders moet aansporen minder alcohol te drinken. 'Dranquilo' is het devies, dat zoiets als 'rustig aan met de drank' betekent. De campagne begint in een decembermaand zonder horeca.",'rustig aan met de drank',0.0
